Symbol,Name,Market Cap,Sector
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,1185171505152.0,Industrials
MBAPL.NS,Madhya Bharat Agro Products Limited,25061292032.0,Basic Materials
MBLINFRA.NS,MBL Infrastructures Limited,4827642880.0,Industrials
MCL.NS,Madhav Copper Limited,1313440128.0,Basic Materials
MCLEODRUSS.NS,McLeod Russel India Limited,3159793920.0,Consumer Defensive
MCLOUD.NS,Magellanic Cloud Limited,39692107776.0,Technology
MCX.NS,Multi Commodity Exchange of India Limited,287040897024.0,Financial Services
MEDANTA.NS,Global Health Limited,315238121472.0,Healthcare
MEDIASSIST.NS,,30853638144.0,Healthcare
MEDICAMEQ.NS,Medicamen Biotech Limited,5720445440.0,Healthcare
MEDICO.NS,Medico Remedies Limited,4386844672.0,Healthcare
MEDPLUS.NS,MedPlus Health Services Limited,95250595840.0,Healthcare
MEGASOFT.NS,Megasoft Limited,4686284288.0,Healthcare
MEGASTAR.NS,Megastar Foods Limited,2261111808.0,Consumer Defensive
MENONBE.NS,Menon Bearings Limited,5528346112.0,Consumer Cyclical
MEP.NS,MEP Infrastructure Developers Limited,291679136.0,Industrials
METROBRAND.NS,Metro Brands Limited,292100243456.0,Consumer Cyclical
METROPOLIS.NS,Metropolis Healthcare Limited,85333270528.0,Healthcare
MFML.NS,Mahalaxmi Fabric Mills Limited,328590016.0,
MFSL.NS,Max Financial Services Limited,436173242368.0,Financial Services
MGEL.NS,Mangalam Global Enterprise Limited,4106267648.0,Consumer Defensive
MGL.NS,Mahanagar Gas Limited,131848609792.0,Utilities
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,2336770048.0,Consumer Cyclical
MHRIL.NS,Mahindra Holidays & Resorts India Limited,60872974336.0,Consumer Cyclical
MICEL.NS,MIC Electronics Limited,12701332480.0,Technology
MIDHANI.NS,Mishra Dhatu Nigam Limited,59377414144.0,Basic Materials
MINDACORP.NS,Minda Corporation Limited,111351046144.0,Consumer Cyclical
MINDTECK.NS,Mindteck (India) Limited,6469138944.0,Technology
MIRCELECTR.NS,MIRC Electronics Limited,3043682560.0,Consumer Cyclical
MIRZAINT.NS,Mirza International Limited,3898592256.0,Consumer Cyclical
MITCON.NS,MITCON Consultancy & Engineering Services Limited,1119680256.0,Industrials
MITTAL.NS,Mittal Life Style Limited,705802624.0,Consumer Cyclical
MKPL.NS,M. K. Proteins Limited,2222202368.0,Consumer Defensive
MMFL.NS,M M Forgings Limited,16331251712.0,Industrials
MMP.NS,MMP Industries Limited,6147175424.0,Basic Materials
MMTC.NS,MMTC Limited,77835001856.0,Industrials
MOBIKWIK.NS,,18054295552.0,Technology
MODIRUBBER.NS,Modi Rubber Limited,3057270016.0,Real Estate
MODISONLTD.NS,Modison Limited,3910224896.0,Industrials
MODTHREAD.NS,Modern Threads (India) Limited,1494985216.0,Consumer Cyclical
MOHITIND.NS,Mohit Industries Limited,401934240.0,Consumer Cyclical
MOIL.NS,MOIL Limited,64962584576.0,Basic Materials
MOKSH.NS,Moksh Ornaments Limited,1091249408.0,Consumer Cyclical
MOL.NS,Meghmani Organics Limited,17501888512.0,Basic Materials
MOLDTECH.NS,Mold-Tek Technologies Limited,3663750144.0,Industrials
MOLDTKPAC.NS,Mold-Tek Packaging Limited,17184325632.0,Consumer Cyclical
MONARCH.NS,Monarch Networth Capital Limited,23491190784.0,Financial Services
MONTECARLO.NS,Monte Carlo Fashions Limited,11174183936.0,Consumer Cyclical
MOREPENLAB.NS,Morepen Laboratories Limited,30608709632.0,Healthcare
MOSCHIP.NS,,28284413952.0,Technology
MOTHERSON.NS,Samvardhana Motherson International Limited,994581020672.0,Consumer Cyclical
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,407616716800.0,Financial Services
MOTISONS.NS,,15731671040.0,Consumer Cyclical
MOTOGENFIN.NS,The Motor & General Finance Limited,996450816.0,Real Estate
MPHASIS.NS,Mphasis Limited,452262068224.0,Technology
MPSLTD.NS,MPS Limited,38482128896.0,Communication Services
MRF.NS,MRF Limited,583453638656.0,Consumer Cyclical
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,219758542848.0,Energy
MSPL.NS,MSP Steel & Power Limited,13591025664.0,Basic Materials
MSTCLTD.NS,MSTC Limited,33894025216.0,Industrials
MSUMI.NS,Motherson Sumi Wiring India Limited,248952406016.0,Consumer Cyclical
MTARTECH.NS,MTAR Technologies Limited,43955068928.0,Industrials
MTEDUCARE.NS,MT Educare Limited,163539440.0,Consumer Defensive
MTNL.NS,Mahanagar Telephone Nigam Limited,24538501120.0,Communication Services
MUFIN.NS,Mufin Green Finance Limited,10866460672.0,Financial Services
MUFTI.NS,,8161853440.0,Consumer Cyclical
MUKANDLTD.NS,Mukand Limited,13975562240.0,Basic Materials
MUKKA.NS,Mukka Proteins Limited,8894999552.0,Consumer Defensive
MUKTAARTS.NS,Mukta Arts Limited,1609230208.0,Communication Services
MUNJALAU.NS,Munjal Auto Industries Limited,6926276608.0,Consumer Cyclical
MUNJALSHOW.NS,Munjal Showa Limited,4370226688.0,Consumer Cyclical
MURUDCERA.NS,Murudeshwar Ceramics Ltd.,1981647616.0,Industrials
MUTHOOTCAP.NS,Muthoot Capital Services Limited,4412041728.0,Financial Services
MUTHOOTFIN.NS,Muthoot Finance Limited,894061772800.0,Financial Services
MUTHOOTMF.NS,,21921818624.0,Financial Services
MVGJL.NS,Manoj Vaibhav Gems 'N' Jewellers Limited,10026838016.0,Consumer Cyclical
NACLIND.NS,NACL Industries Limited,33399699456.0,Basic Materials
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,2541776384.0,Basic Materials
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Ltd.,322204640.0,Financial Services
NAGREEKEXP.NS,Nagreeka Exports Limited,799354560.0,Consumer Cyclical
NAHARCAP.NS,Nahar Capital and Financial Services Limited,4115378688.0,Financial Services
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,4688239616.0,Consumer Cyclical
NAHARPOLY.NS,Nahar Poly Films Limited,4978939392.0,Consumer Cyclical
NAHARSPING.NS,Nahar Spinning Mills Limited,8828048384.0,Consumer Cyclical
NAM-INDIA.NS,Nippon Life India Asset Management Limited,400116776960.0,Financial Services
NARMADA.NS,Narmada Agrobase Limited,592005824.0,Basic Materials
NATCAPSUQ.NS,Natural Capsules Limited,2111881856.0,Healthcare
NATCOPHARM.NS,NATCO Pharma Limited,142480687104.0,Healthcare
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,3009283584.0,Basic Materials
NATIONALUM.NS,National Aluminium Company Limited,288350928896.0,Basic Materials
NAUKRI.NS,Info Edge (India) Limited,890115129344.0,Communication Services
NAVA.NS,Nava Limited,120769953792.0,Industrials
NAVINFLUOR.NS,Navin Fluorine International Limited,227737468928.0,Basic Materials
NAVKARCORP.NS,Navkar Corporation Limited,14964599808.0,Industrials
NAVKARURB.NS,Navkar Urbanstructure Limited,3614304000.0,Basic Materials
NAVNETEDUL.NS,Navneet Education Limited,30741344256.0,Communication Services
NAZARA.NS,Nazara Technologies Limited,96588218368.0,Communication Services
NBCC.NS,NBCC (India) Limited,247806001152.0,Industrials
NBIFIN.NS,N.B.I. Industrial Finance Company Limited,5751392256.0,Financial Services
NCC.NS,NCC Limited,128959766528.0,Industrials
NCLIND.NS,NCL Industries Limited,9117122560.0,Basic Materials
NDGL.NS,Naga Dhunseri Group Limited,3955899904.0,Financial Services
NDL.NS,Nandan Denim Limited,5045144576.0,Consumer Cyclical
NDLVENTURE.NS,NDL Ventures Limited,2053990528.0,Communication Services
NDRAUTO.NS,NDR Auto Components Limited,16682541056.0,Consumer Cyclical
NDTV.NS,New Delhi Television Limited,7507002368.0,Communication Services
NECCLTD.NS,North Eastern Carrying Corporation Limited,2095999872.0,Industrials
NECLIFE.NS,Nectar Lifesciences Limited,4572681728.0,Healthcare
NELCAST.NS,Nelcast Limited,7225449984.0,Industrials
NELCO.NS,Nelco Limited,18317469696.0,Technology
NEOGEN.NS,Neogen Chemicals Limited,38897180672.0,Basic Materials
NESCO.NS,Nesco Limited,64453283840.0,Industrials
NESTLEIND.NS,Nestlé India Limited,2227684769792.0,Consumer Defensive
NETWEB.NS,Netweb Technologies India Limited,89464422400.0,Technology
NETWORK18.NS,Network18 Media & Investments Limited,64362684416.0,Communication Services
NEULANDLAB.NS,Neuland Laboratories Limited,155323596800.0,Healthcare
NEWGEN.NS,Newgen Software Technologies Limited,149789540352.0,Technology
NEXTMEDIA.NS,Next Mediaworks Limited,508723616.0,Communication Services
NFL.NS,National Fertilizers Limited,39780966400.0,Basic Materials
NGIL.NS,Nakoda Group of Industries Limited,456423616.0,Consumer Defensive
NGLFINE.NS,NGL Fine-Chem Limited,6765448192.0,Healthcare
NH.NS,Narayana Hrudayalaya Limited,361193046016.0,Healthcare
NHPC.NS,NHPC Limited,777282060288.0,Utilities
NIACL.NS,The New India Assurance Company Limited,263843397632.0,Financial Services
NIBE.NS,Nibe Limited,19373735936.0,Industrials
NIBL.NS,NRB Industrial Bearings Limited,538126592.0,Industrials
NIITLTD.NS,NIIT Limited,17302874112.0,Consumer Defensive
NIITMTS.NS,NIIT Learning Systems Limited,48506781696.0,Consumer Defensive
NILAINFRA.NS,Nila Infrastructures Limited,3667106560.0,Real Estate
NILASPACES.NS,Nila Spaces Limited,4470274048.0,Real Estate
NILKAMAL.NS,Nilkamal Limited,23637239808.0,Consumer Cyclical
NINSYS.NS,NINtec Systems Limited,8099186688.0,Technology
NIPPOBATRY.NS,Indo National Limited,3682500096.0,Industrials
NIRAJ.NS,Niraj Cement Structurals Limited,3157231616.0,Industrials
NIRAJISPAT.NS,Niraj Ispat Industries Limited,160296000.0,Consumer Cyclical
NITCO.NS,NITCO Limited,27233853440.0,Industrials
NITINSPIN.NS,Nitin Spinners Limited,20815308800.0,Consumer Cyclical
NITIRAJ.NS,Nitiraj Engineers Limited,2408985088.0,Technology
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,156986064896.0,Financial Services
NKIND.NS,N.K Industries Limited,481785504.0,Consumer Defensive
NLCINDIA.NS,NLC India Limited,302634172416.0,Utilities
NMDC.NS,NMDC Limited,566017392640.0,Basic Materials
NOCIL.NS,NOCIL Limited,29947346944.0,Basic Materials
NOIDATOLL.NS,Noida Toll Bridge Company Limited,651682560.0,Industrials
NORBTEAEXP.NS,Norben Tea & Exports Limited,487600544.0,Consumer Defensive
NORTHARC.NS,Northern Arc Capital Limited,32557596672.0,Financial Services
NOVAAGRI.NS,Nova Agritech Limited,3907759616.0,Basic Materials
NPST.NS,,44435832832.0,Technology
NRAIL.NS,N R Agarwal Industries Limited,3950813952.0,Basic Materials
NRBBEARING.NS,NRB Bearings Limited,22523504640.0,Consumer Cyclical
NRL.NS,Nupur Recyclers Limited,3977688064.0,Industrials
NSIL.NS,Nalwa Sons Investments Limited,31851896832.0,Financial Services
NSLNISP.NS,NMDC Steel Limited,99113230336.0,Basic Materials
NTPC.NS,NTPC Limited,3239657340928.0,Utilities
NTPCGREEN.NS,,826454441984.0,Utilities
NUCLEUS.NS,Nucleus Software Exports Limited,23762743296.0,Technology
NURECA.NS,Nureca Limited,2427603456.0,Healthcare
NUVAMA.NS,Nuvama Wealth Management Limited,215756455936.0,Financial Services
NUVOCO.NS,Nuvoco Vistas Corporation Limited,119075807232.0,Basic Materials
NYKAA.NS,FSN E-Commerce Ventures Limited,548522328064.0,Consumer Cyclical
OAL.NS,Oriental Aromatics Limited,11605278720.0,Basic Materials
OBCL.NS,Orissa Bengal Carrier Limited,1206165504.0,Industrials
OBEROIRLTY.NS,Oberoi Realty Limited,556456476672.0,Real Estate
OCCL.NS,Oriental Carbon & Chemicals Limited,1753879168.0,Basic Materials
OCCLLTD.NS,OCCL Limited,3855518208.0,Basic Materials
ODIGMA.NS,Odigma Consultancy Solutions Limited,1090918144.0,
OFSS.NS,Oracle Financial Services Software Limited,696070766592.0,Technology
OIL.NS,Oil India Limited,653246595072.0,Energy
OILCOUNTUB.NS,Oil Country Tubular Limited,2890775552.0,Energy
OLAELEC.NS,,194424324096.0,Consumer Cyclical
OLECTRA.NS,Olectra Greentech Limited,90113679360.0,Industrials
OMAXAUTO.NS,Omax Autos Limited,1760889984.0,Consumer Cyclical
OMAXE.NS,Omaxe Limited,12876229632.0,Real Estate
OMINFRAL.NS,Om Infra Limited,11082270720.0,Industrials
OMKARCHEM.NS,Omkar Speciality Chemicals Limited,140072496.0,Basic Materials
ONELIFECAP.NS,Onelife Capital Advisors Limited,146685600.0,Financial Services
ONEPOINT.NS,One Point One Solutions Limited,10145008640.0,Industrials
ONESOURCE.NS,,180213268480.0,Healthcare
ONGC.NS,Oil and Natural Gas Corporation Limited,2947438346240.0,Energy
ONMOBILE.NS,OnMobile Global Limited,4761054208.0,Communication Services
ONWARDTEC.NS,Onward Technologies Limited,5271805440.0,Technology
OPTIEMUS.NS,Optiemus Infracom Limited,44623704064.0,Technology
ORBTEXP.NS,Orbit Exports Limited,4300128256.0,Consumer Cyclical
ORCHASP.NS,Orchasp Limited,904192832.0,Technology
ORCHPHARMA.NS,Orchid Pharma Limited,39248973824.0,Healthcare
ORICONENT.NS,Oricon Enterprises Limited,6302336512.0,Consumer Cyclical
ORIENTALTL.NS,Oriental Trimex Limited,809309568.0,Industrials
ORIENTBELL.NS,Orient Bell Limited,3829656576.0,Industrials
ORIENTCEM.NS,Orient Cement Limited,72547926016.0,Basic Materials
ORIENTCER.NS,Orient Ceratech Limited,4064136960.0,Basic Materials
ORIENTELEC.NS,Orient Electric Limited,50239049728.0,Consumer Cyclical
ORIENTHOT.NS,Oriental Hotels Limited,23153575936.0,Consumer Cyclical
ORIENTLTD.NS,Orient Press Limited,794644416.0,Consumer Cyclical
ORIENTPPR.NS,Orient Paper & Industries Limited,4850572288.0,Basic Materials
ORIENTTECH.NS,,13537717248.0,Technology
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,29691627520.0,Basic Materials
ORTEL.NS,Ortel Communications Limited,60347728.0,Communication Services
ORTINGLOBE.NS,Ortin Global Limited,87360448.0,Healthcare
OSIAHYPER.NS,Osia Hyper Retail Limited,3062722304.0,Consumer Cyclical
OSWALAGRO.NS,Oswal Agro Mills Limited,10297166848.0,Real Estate
OSWALGREEN.NS,Oswal Greentech Limited,9345278976.0,Financial Services
OSWALSEEDS.NS,ShreeOswal Seeds and Chemicals Limited,1239418496.0,Basic Materials
PAGEIND.NS,Page Industries Limited,505829359616.0,Consumer Cyclical
PAISALO.NS,Paisalo Digital Limited,27892998144.0,Financial Services
PAKKA.NS,Pakka Limited,7168772608.0,Basic Materials
PALASHSECU.NS,Palash Securities Limited,1180490112.0,Consumer Defensive
PALREDTEC.NS,Palred Technologies Limited,575910848.0,Technology
PANACEABIO.NS,Panacea Biotec Limited,29951592448.0,Healthcare
PANACHE.NS,Panache Digilife Limited,2619948288.0,Technology
PANAMAPET.NS,Panama Petrochem Limited,22685100032.0,Energy
PANSARI.NS,Pansari Developers Limited,3074126080.0,Real Estate
PAR.NS,Par Drugs and Chemicals Limited,1205850752.0,Healthcare
PARACABLES.NS,Paramount Communications Limited,14275477504.0,Technology
PARADEEP.NS,Paradeep Phosphates Limited,115236708352.0,Basic Materials
PARAGMILK.NS,Parag Milk Foods Limited,22589347840.0,Consumer Defensive
PARAS.NS,Paras Defence and Space Technologies Limited,57976070144.0,Industrials
PARASPETRO.NS,Paras Petrofils Limited,821335488.0,Consumer Cyclical
PARKHOTELS.NS,,29477617664.0,Consumer Cyclical
PARSVNATH.NS,Parsvnath Developers Limited,8459918848.0,Real Estate
PASUPTAC.NS,Pasupati Acrylon Limited,3877212928.0,Consumer Cyclical
PATANJALI.NS,Patanjali Foods Limited,636464922624.0,Consumer Defensive
PATELENG.NS,Patel Engineering Limited,33187362816.0,Industrials
PATINTLOG.NS,Patel Integrated Logistics Limited,979412736.0,Industrials
PAVNAIND.NS,Pavna Industries Limited,5023777280.0,Consumer Cyclical
PAYTM.NS,One97 Communications Limited,532505722880.0,Technology
PCBL.NS,PCBL Chemical Limited,137461596160.0,Basic Materials
PCJEWELLER.NS,PC Jeweller Limited,73822298112.0,Consumer Cyclical
PDMJEPAPER.NS,Pudumjee Paper Products Limited,9305100288.0,Basic Materials
PDSL.NS,PDS Limited,55701499904.0,Industrials
PEARLPOLY.NS,Pearl Polymers Limited,465142912.0,Consumer Cyclical
PEL.NS,Piramal Enterprises Limited,226416508928.0,Financial Services
PENIND.NS,Pennar Industries Limited,23351054336.0,Industrials
PENINLAND.NS,Peninsula Land Limited,8488299520.0,Real Estate
PERSISTENT.NS,Persistent Systems Limited,836633296896.0,Technology
PETRONET.NS,Petronet LNG Limited,465529569280.0,Energy
PFC.NS,Power Finance Corporation Limited,1271858593792.0,Financial Services
PFIZER.NS,Pfizer Limited,193402978304.0,Healthcare
PFOCUS.NS,Prime Focus Limited,29170735104.0,Communication Services
PFS.NS,PTC India Financial Services Limited,20174108672.0,Financial Services
PGEL.NS,PG Electroplast Limited,233746972672.0,Technology
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,450651914240.0,Consumer Defensive
PGHL.NS,Procter & Gamble Health Limited,82955501568.0,Healthcare
PGIL.NS,Pearl Global Industries Limited,48032141312.0,Consumer Cyclical
PHOENIXLTD.NS,The Phoenix Mills Limited,524772278272.0,Real Estate
PIDILITIND.NS,Pidilite Industries Limited,1513790373888.0,Basic Materials
PIGL.NS,Power & Instrumental (Gujarat) Limited,2818243328.0,Industrials
PIIND.NS,PI Industries Limited,552214134784.0,Basic Materials
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,45666181120.0,Financial Services
PILITA.NS,Pil Italica Lifestyle Limited,3459042048.0,Consumer Cyclical
PIONEEREMB.NS,Pioneer Embroideries Limited,1259476480.0,Consumer Cyclical
PITTIENG.NS,Pitti Engineering Limited,33999081472.0,Industrials
PIXTRANS.NS,PIX Transmissions Limited,20344029184.0,Industrials
PKTEA.NS,The Peria Karamalai Tea and Produce Company Limited,2010472192.0,Consumer Defensive
PLASTIBLEN.NS,Plastiblends India Limited,4640371712.0,Basic Materials
PLATIND.NS,Platinum Industries Limited,12816726016.0,Basic Materials
PLAZACABLE.NS,Plaza Wires Limited,2327094016.0,Industrials
PNB.NS,Punjab National Bank,1058151268352.0,Financial Services
PNBGILTS.NS,PNB Gilts Ltd.,15792277504.0,Financial Services
PNBHOUSING.NS,PNB Housing Finance Limited,269282295808.0,Financial Services
PNC.NS,Pritish Nandy Communications Ltd,348076000.0,Communication Services
PNCINFRA.NS,PNC Infratech Limited,62492905472.0,Industrials
PNGJL.NS,,70289956864.0,Consumer Cyclical
POCL.NS,Pondy Oxides And Chemicals Limited,19841976320.0,Basic Materials
PODDARMENT.NS,Poddar Pigments Limited,2999952128.0,Basic Materials
POKARNA.NS,Pokarna Limited,28821231616.0,Industrials
POLICYBZR.NS,PB Fintech Limited,741818171392.0,Financial Services
POLYCAB.NS,Polycab India Limited,863085723648.0,Industrials
POLYMED.NS,Poly Medicure Limited,257357889536.0,Healthcare
POLYPLEX.NS,Polyplex Corporation Limited,36650741760.0,Basic Materials
PONNIERODE.NS,Ponni Sugars (Erode) Limited,2658201600.0,Consumer Defensive
POONAWALLA.NS,Poonawalla Fincorp Limited,284663513088.0,Financial Services
POWERGRID.NS,Power Grid Corporation of India Limited,2796690604032.0,Utilities
POWERINDIA.NS,Hitachi Energy India Limited,659626917888.0,Industrials
POWERMECH.NS,Power Mech Projects Limited,78892154880.0,Industrials
PPAP.NS,PPAP Automotive Limited,2296803840.0,Consumer Cyclical
PPL.NS,Prakash Pipes Limited,9302990848.0,Industrials
PPLPHARMA.NS,Piramal Pharma Limited,270976581632.0,Healthcare
PRABHA.NS,Prabha Energy Limited,23049381888.0,Energy
PRAENG.NS,Prajay Engineers Syndicate Limited,1224575872.0,Real Estate
PRAJIND.NS,Praj Industries Limited,83081715712.0,Industrials
PRAKASH.NS,Prakash Industries Limited,28512964608.0,Basic Materials
PRAKASHSTL.NS,Prakash Steelage Limited,1076249984.0,Basic Materials
PRAXIS.NS,Praxis Home Retail Limited,1294757120.0,Consumer Cyclical
PRECAM.NS,Precision Camshafts Limited,14648710144.0,Consumer Cyclical
PRECOT.NS,Precot Limited,5364599808.0,Consumer Cyclical
PRECWIRE.NS,Precision Wires India Limited,23582855168.0,Industrials
PREMEXPLN.NS,Premier Explosives Limited,25399728128.0,Basic Materials
PREMIER.NS,Premier Limited,88384272.0,Industrials
PREMIERENE.NS,,416772554752.0,Technology
PREMIERPOL.NS,Premier Polyfilm Ltd.,5851266048.0,Basic Materials
PRESTIGE.NS,Prestige Estates Projects Limited,551420493824.0,Real Estate
PRICOLLTD.NS,Pricol Limited,51238772736.0,Consumer Cyclical
PRIMESECU.NS,Prime Securities Limited,7855967232.0,Financial Services
PRIMO.NS,Primo Chemicals Limited,5924912640.0,Basic Materials
PRINCEPIPE.NS,Prince Pipes and Fittings Limited,26833154048.0,Industrials
PRITI.NS,Priti International Limited,1152896256.0,Consumer Cyclical
PRITIKAUTO.NS,Pritika Auto Industries Limited,2470889728.0,Industrials
PRIVISCL.NS,Privi Speciality Chemicals Limited,83877535744.0,Basic Materials
PROTEAN.NS,Protean eGov Technologies Limited,51197952000.0,Technology
PROZONER.NS,Prozone Realty Limited,5385360384.0,Real Estate
PRSMJOHNSN.NS,Prism Johnson Limited,60327333888.0,Basic Materials
PRUDENT.NS,Prudent Corporate Advisory Services Limited,89951911936.0,Financial Services
PRUDMOULI.NS,Prudential Sugar Corporation Ltd.,1304593408.0,Consumer Defensive
PSB.NS,Punjab & Sind Bank,194773942272.0,Financial Services
PSPPROJECT.NS,PSP Projects Limited,25259755520.0,Industrials
PTC.NS,PTC India Limited,50101293056.0,Utilities
PTCIL.NS,PTC Industries Limited,183030775808.0,Industrials
PTL.NS,PTL Enterprises Limited,5220803584.0,Real Estate
PUNJABCHEM.NS,Punjab Chemicals and Crop Protection Limited,12648730624.0,Basic Materials
PURVA.NS,Puravankara Limited,50316193792.0,Real Estate
PVP.NS,PVP Ventures Limited,5989292032.0,Industrials
PVRINOX.NS,PVR INOX Limited,90867924992.0,Communication Services
PVSL.NS,Popular Vehicles and Services Limited,7149723136.0,Consumer Cyclical
PYRAMID.NS,Pyramid Technoplast Limited,5766306304.0,Consumer Cyclical
QPOWER.NS,,26718212096.0,Industrials
QUADFUTURE.NS,,17393999872.0,Industrials
QUESS.NS,Quess Corp Limited,48756867072.0,Industrials
QUICKHEAL.NS,Quick Heal Technologies Limited,13951479808.0,Technology
RACE.NS,Race Eco Chain Limited,4228876800.0,Industrials
RACLGEAR.NS,RACL Geartech Limited,8288893952.0,Consumer Cyclical
RADAAN.NS,Radaan Mediaworks India Limited,188474432.0,Communication Services
RADHIKAJWE.NS,Radhika Jeweltech Limited,9738540032.0,Consumer Cyclical
RADIANTCMS.NS,Radiant Cash Management Services Limited,6669250048.0,Industrials
RADICO.NS,Radico Khaitan Limited,326891765760.0,Consumer Defensive
RADIOCITY.NS,Music Broadcast Limited,3131915520.0,Communication Services
RAILTEL.NS,RailTel Corporation of India Limited,95895568384.0,Communication Services
RAIN.NS,Rain Industries Limited,46222815232.0,Basic Materials
RAINBOW.NS,Rainbow Children's Medicare Limited,136598151168.0,Healthcare
RAJESHEXPO.NS,Rajesh Exports Limited,53016358912.0,Consumer Cyclical
RAJMET.NS,Rajnandini Metal Limited,1266034560.0,Basic Materials
RAJRATAN.NS,Rajratan Global Wire Limited,19733729280.0,Basic Materials
RAJRILTD.NS,Raj Rayon Industries Limited,12088642560.0,Consumer Cyclical
RAJSREESUG.NS,Rajshree Sugars and Chemicals Limited,1374955392.0,Consumer Defensive
RAJTV.NS,Raj Television Network Limited,2314749440.0,Communication Services
RALLIS.NS,Rallis India Limited,45221666816.0,Basic Materials
RAMANEWS.NS,Shree Rama Newsprint Limited,4941986816.0,Consumer Defensive
RAMAPHO.NS,Rama Phosphates Limited,3550955776.0,Basic Materials
RAMASTEEL.NS,Rama Steel Tubes Limited,14330001408.0,Basic Materials
RAMCOCEM.NS,The Ramco Cements Limited,221949067264.0,Basic Materials
RAMCOIND.NS,Ramco Industries Limited,19683964928.0,Industrials
RAMCOSYS.NS,Ramco Systems Limited,13070539776.0,Technology
RAMKY.NS,Ramky Infrastructure Limited,30602881024.0,Industrials
RAMRAT.NS,Ram Ratna Wires Limited,23342260224.0,Industrials
RANASUG.NS,Rana Sugars Limited,1964134656.0,Consumer Defensive
RANEHOLDIN.NS,Rane Holdings Limited,18109962240.0,Consumer Cyclical
RATEGAIN.NS,RateGain Travel Technologies Limited,51624771584.0,Technology
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,183017226240.0,Basic Materials
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,6591084032.0,Basic Materials
RAYMOND.NS,Raymond Limited,97496760320.0,Consumer Cyclical
RAYMONDLSL.NS,Raymond Lifestyle Limited,58082816000.0,Consumer Cyclical
RBA.NS,Restaurant Brands Asia Limited,43865251840.0,Consumer Cyclical
RBLBANK.NS,RBL Bank Limited,118912638976.0,Financial Services
RBZJEWEL.NS,RBZ Jewellers Limited,5241999872.0,Consumer Cyclical
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,73755172864.0,Basic Materials
RCOM.NS,Reliance Communications Limited,3758849536.0,Communication Services
RECLTD.NS,REC Limited,1020636102656.0,Financial Services
REDINGTON.NS,Redington Limited,199374946304.0,Technology
REDTAPE.NS,REDTAPE Limited,72517664768.0,Consumer Cyclical
REFEX.NS,Refex Industries Limited,49779863552.0,Energy
REGENCERAM.NS,Regency Ceramics Limited,1179544064.0,Industrials
RELAXO.NS,Relaxo Footwears Limited,99488473088.0,Consumer Cyclical
RELCHEMQ.NS,Reliance Chemotex Industries Limited,1210411904.0,Consumer Cyclical
RELIABLE.NS,Reliable Data Services Limited,716104768.0,Technology
RELIANCE.NS,Reliance Industries Limited,18693794824192.0,Energy
RELIGARE.NS,Religare Enterprises Limited,68482023424.0,Financial Services
RELINFRA.NS,Reliance Infrastructure Limited,92154101760.0,Utilities
RELTD.NS,Ravindra Energy Limited,17330249728.0,Technology
REMSONSIND.NS,Remsons Industries Limited,3894245888.0,Consumer Cyclical
RENUKA.NS,Shree Renuka Sugars Limited,58105552896.0,Consumer Defensive
REPCOHOME.NS,Repco Home Finance Limited,23384502272.0,Financial Services
REPL.NS,Rudrabhishek Enterprises Limited,2810181632.0,Industrials
REPRO.NS,Repro India Limited,6354620928.0,Industrials
RESPONIND.NS,Responsive Industries Limited,46203338752.0,Basic Materials
RETAIL.NS,JHS Svendgaard Retail Ventures Limited,266059856.0,
RGL.NS,Renaissance Global Limited,11462048768.0,Consumer Cyclical
RHFL.NS,Reliance Home Finance Limited,1450326400.0,Financial Services
RHIM.NS,RHI Magnesita India Limited,90902487040.0,Industrials
RHL.NS,Robust Hotels Limited,3952387840.0,Consumer Cyclical
RICOAUTO.NS,Rico Auto Industries Limited,8199604224.0,Consumer Cyclical
RIIL.NS,Reliance Industrial Infrastructure Limited,12134360064.0,Industrials
RISHABH.NS,Rishabh Instruments Limited,9204411392.0,Technology
RITCO.NS,Ritco Logistics Limited,6878824448.0,Industrials
RITES.NS,RITES Limited,103810465792.0,Industrials
RKDL.NS,Ravi Kumar Distilleries Limited,607680000.0,Consumer Defensive
RKEC.NS,RKEC Projects Limited,1544190848.0,Industrials
RKFORGE.NS,Ramkrishna Forgings Limited,101918064640.0,Industrials
RKSWAMY.NS,,10131783680.0,Communication Services
RML.NS,Rane (Madras) Limited,20249704448.0,Consumer Cyclical
ROHLTD.NS,Royal Orchid Hotels Limited,9340790784.0,Consumer Cyclical
ROLEXRINGS.NS,Rolex Rings Limited,33834651648.0,Industrials
